88.7929	7.40706	89.2963	-36.9155
78.6345	-8.20164	78.8786	-33.1773
81.2828	6.3497	82.1675	-58.6097
84.0534	-1.20192	84.1697	-13.5126
85.1897	-1.94257	85.5089	-32.0027
86.9391	-9.6696	87.3178	-40.4727
83.0017	-0.299095	83.3288	-32.3512
